ID;EN;NL;DE;FR;IT;ES
Frame_Dialog_ProfileNamePrompt;Enter a name for this profile (used as part-name prefix):;Voer een naam in voor dit profiel (gebruikt als prefix in onderdeelnaam):;Namen fï¿½r dieses Profil eingeben (wird als Bauteilnamen-Prï¿½fix verwendet):;Saisissez un nom pour ce profil (utilisï¿½ comme prï¿½fixe du nom de piï¿½ce) :;Inserisci un nome per questo profilo (usato come prefisso del nome parte):;Introduce un nombre para este perfil (usado como prefijo del nombre de pieza):
Frame_Dialog_ProfileNameTitle;Profile name;Profielnaam;Profilname;Nom du profil;Nome profilo;Nombre del perfil
Frame_Dialog_ProfileOriginWarning;Warning: profile is offset ~{0} mm from origin. The extruded body will be placed off-center.;Waarschuwing: profiel staat ~{0} mm uit de oorsprong. Het ge?xtrudeerde lichaam zal niet gecentreerd staan.;Warnung: Profil ist ~{0} mm vom Ursprung versetzt. Der extrudierte K?rper wird au?ermittig platziert.;Avertissement : le profil est d?cal? d'environ {0} mm par rapport ? l'origine. Le corps extrud? sera plac? hors centre.;Avviso: il profilo ? spostato di circa {0} mm dall'origine. Il solido estruso non sar? centrato.;Advertencia: el perfil est? desplazado ~{0} mm desde el origen. El s?lido extruido quedar? descentrado.
BrowseCustomButtonFstnr;Browse;Bladeren;Durchsuchen;Parcourir;Sfoglia;Examinar
Help_Fastener_GetSizes;Select a circular hole edge in the model, then click to auto-detect the hole diameter and pick the largest M-size that fits in every dropdown below.;Selecteer een ronde gatrand in het model en klik om de gatdiameter automatisch te detecteren. De grootste passende M-maat wordt in elke keuzelijst hieronder geselecteerd.;Wählen Sie eine kreisförmige Lochkante im Modell und klicken Sie, um den Lochdurchmesser zu erkennen und die größte passende M-Größe in jeder Dropdown-Liste unten zu wählen.;Sélectionnez une arête de trou circulaire dans le modèle, puis cliquez pour détecter automatiquement le diamètre du trou et choisir la plus grande taille M qui convient dans chaque liste déroulante ci-dessous.;Selezionare uno spigolo di foro circolare nel modello, poi fare clic per rilevare automaticamente il diametro del foro e scegliere la misura M più grande compatibile in ogni menu a tendina sottostante.;Seleccionar el borde de un agujero circular en el modelo y hacer clic para detectar automáticamente el diámetro y elegir la mayor talla M que encaje en cada desplegable inferior.
Help_Fastener_Bolt;The bolt is always inserted. Choose a standard, a metric thread size, and the shaft length.;De bout wordt altijd geplaatst. Kies een standaard, een metrische schroefdraadmaat en de schachtlengte.;Die Schraube wird immer eingefügt. Wählen Sie eine Norm, eine metrische Gewindegröße und die Schaftlänge.;Le boulon est toujours inséré. Choisissez un standard, une taille de filetage métrique et la longueur de tige.;La vite viene sempre inserita. Scegliere uno standard, una misura di filettatura metrica e la lunghezza del gambo.;El tornillo siempre se inserta. Elegir un estándar, una rosca métrica y la longitud del vástago.
Help_Fastener_BoltStandard;The bolt standard, for example DIN931 (partially threaded) or DIN912 (socket head cap). Available sizes depend on the chosen standard.;De boutstandaard, bijvoorbeeld DIN931 (gedeeltelijk draad) of DIN912 (inbusbout). Beschikbare maten hangen af van de gekozen standaard.;Die Schraubennorm, zum Beispiel DIN931 (teilweise Gewinde) oder DIN912 (Zylinderschraube mit Innensechskant). Die verfügbaren Größen hängen von der gewählten Norm ab.;Le standard du boulon, par exemple DIN931 (partiellement fileté) ou DIN912 (tête cylindrique à six pans creux). Les tailles disponibles dépendent du standard choisi.;Lo standard della vite, per esempio DIN931 (parzialmente filettata) o DIN912 (testa cilindrica a esagono incassato). Le misure disponibili dipendono dallo standard scelto.;Estándar del tornillo, por ejemplo DIN931 (parcialmente roscado) o DIN912 (cabeza cilíndrica con hueco hex). Las tallas disponibles dependen del estándar elegido.
Help_Fastener_BoltLength;Total bolt length in millimetres, measured per the chosen standard (typically under-head to tip).;Totale boutlengte in millimeter, gemeten volgens de gekozen standaard (meestal van onder de kop tot de punt).;Gesamtlänge der Schraube in Millimetern, gemessen gemäß der gewählten Norm (in der Regel von der Kopfunterseite bis zur Spitze).;Longueur totale du boulon en millimètres, mesurée selon le standard choisi (typiquement de sous-tête à pointe).;Lunghezza totale della vite in millimetri, misurata secondo lo standard scelto (tipicamente da sotto-testa alla punta).;Longitud total del tornillo en milímetros, medida según el estándar elegido (normalmente de bajo cabeza a punta).
Help_Fastener_WasherTop;Optional washer on the bolt-head side of the joint. Choose a standard and a size matching the bolt.;Optionele sluitring aan de boutkopzijde van de verbinding. Kies een standaard en een maat die bij de bout past.;Optionale Unterlegscheibe auf der Schraubenkopfseite der Verbindung. Wählen Sie eine Norm und eine zur Schraube passende Größe.;Rondelle optionnelle côté tête du boulon. Choisissez un standard et une taille correspondant au boulon.;Rondella opzionale sul lato della testa della vite. Scegliere uno standard e una misura compatibile con la vite.;Arandela opcional en el lado de la cabeza del tornillo. Elegir un estándar y una talla acorde al tornillo.
Help_Fastener_WasherBottom;Optional washer on the nut side of the joint. Often paired with a nut.;Optionele sluitring aan de moerzijde van de verbinding. Vaak gecombineerd met een moer.;Optionale Unterlegscheibe auf der Mutternseite der Verbindung. Oft mit einer Mutter kombiniert.;Rondelle optionnelle côté écrou. Souvent appairée avec un écrou.;Rondella opzionale sul lato del dado. Spesso abbinata a un dado.;Arandela opcional en el lado de la tuerca. Habitualmente se combina con una tuerca.
Help_Fastener_Nut;Optional nut at the bottom of the stack. Leave off for blind or tapped holes.;Optionele moer aan de onderzijde van de stapel. Laat weg bij blinde of getapte gaten.;Optionale Mutter am Ende des Stapels. Lassen Sie sie weg bei Sacklöchern oder Gewindebohrungen.;Écrou optionnel au bas de l'empilement. À laisser vide pour trous borgnes ou taraudés.;Dado opzionale in fondo al pacco. Lasciare disattivato per fori ciechi o filettati.;Tuerca opcional en la parte inferior del conjunto. Dejar sin marcar para agujeros ciegos o roscados.
Help_Fastener_UseCustom;Replace the standard fastener with your own SpaceClaim or STEP file from the shared Custom folder.;Vervang het standaard bevestigingsmiddel door een eigen SpaceClaim- of STEP-bestand uit de gedeelde Custom-map.;Ersetzen Sie den Standardbefestiger durch Ihre eigene SpaceClaim- oder STEP-Datei aus dem freigegebenen Custom-Ordner.;Remplacez la fixation standard par votre propre fichier SpaceClaim ou STEP depuis le dossier Custom partagé.;Sostituire il fissaggio standard con un proprio file SpaceClaim o STEP dalla cartella Custom condivisa.;Sustituir la fijación estándar por su propio archivo SpaceClaim o STEP de la carpeta Custom compartida.
Help_Fastener_CustomBrowse;Import a .scdoc, .scdocx or .stp file into the shared Custom folder so it becomes available in the file dropdown.;Importeer een .scdoc-, .scdocx- of .stp-bestand in de gedeelde Custom-map zodat het beschikbaar komt in de keuzelijst.;Importieren Sie eine .scdoc-, .scdocx- oder .stp-Datei in den freigegebenen Custom-Ordner, damit sie im Datei-Dropdown verfügbar wird.;Importez un fichier .scdoc, .scdocx ou .stp dans le dossier Custom partagé pour qu'il devienne disponible dans la liste déroulante.;Importare un file .scdoc, .scdocx o .stp nella cartella Custom condivisa affinché diventi disponibile nel menu a tendina dei file.;Importar un archivo .scdoc, .scdocx o .stp a la carpeta Custom compartida para que aparezca en el desplegable de archivos.
Help_Fastener_Distance;Distance in millimetres between the hole face and the bolt head (or the top washer).;Afstand in millimeter tussen het gatvlak en de boutkop (of de bovenste sluitring).;Abstand in Millimetern zwischen der Lochfläche und dem Schraubenkopf (oder der oberen Unterlegscheibe).;Distance en millimètres entre la face du trou et la tête du boulon (ou la rondelle supérieure).;Distanza in millimetri tra la faccia del foro e la testa della vite (o la rondella superiore).;Distancia en milímetros entre la cara del agujero y la cabeza del tornillo (o la arandela superior).
Help_Fastener_ClampingDistance;When checked, Distance is treated as the total clamping length between the two outer faces of the joint instead of an offset from a single face.;Indien aangevinkt wordt Distance opgevat als de totale klemlengte tussen de twee buitenvlakken van de verbinding, in plaats van een offset vanaf een enkel vlak.;Wenn aktiviert, wird Distance als gesamte Klemmlänge zwischen den beiden Außenflächen der Verbindung interpretiert statt als Versatz von einer einzelnen Fläche.;Si coché, Distance est interprétée comme la longueur totale de serrage entre les deux faces externes du joint au lieu d'un décalage depuis une seule face.;Se attivato, Distance viene interpretata come la lunghezza totale di serraggio tra le due facce esterne della giunzione invece che come offset da una singola faccia.;Si está marcado, Distance se interpreta como la longitud total de apriete entre las dos caras exteriores de la unión en lugar de un desplazamiento desde una sola cara.
Help_Fastener_Lock;When checked, the fastener bodies are locked so subsequent edits cannot accidentally modify them.;Indien aangevinkt worden de bodies van het bevestigingsmiddel vergrendeld, zodat latere bewerkingen ze niet per ongeluk kunnen wijzigen.;Wenn aktiviert, werden die Befestiger-Körper gesperrt, sodass nachfolgende Bearbeitungen sie nicht versehentlich verändern können.;Si coché, les corps de la fixation sont verrouillés afin que les modifications ultérieures ne puissent pas les altérer accidentellement.;Se attivato, i corpi del fissaggio vengono bloccati così che modifiche successive non possano alterarli accidentalmente.;Si está marcado, los cuerpos de la fijación quedan bloqueados para que ediciones posteriores no los modifiquen accidentalmente.
Fastener_Status_DetectedDiameter;Detected hole diameter: {0} mm.;;;;;
Fastener_Status_NoExactFit;No exact M-size fits the {1} mm hole for: {0}. Nearest size selected ï¿½ please verify before inserting.;;;;;
Help_Plate_ProfileType;Pick the plate shape. The illustration and parameter fields update to match the selected type.;Kies de plaatvorm. De illustratie en parametervelden passen zich aan op het gekozen type.;Wählen Sie die Plattenform. Abbildung und Parameterfelder passen sich an den gewählten Typ an.;Choisissez la forme de la plaque. L'illustration et les champs de paramètres s'adaptent au type sélectionné.;Selezionare la forma della piastra. L'illustrazione e i campi parametro si aggiornano in base al tipo selezionato.;Elegir la forma de la placa. La ilustración y los campos de parámetros se actualizan según el tipo seleccionado.
Help_Plate_Angle;Rotation of the plate around its insertion axis, in degrees.;Rotatie van de plaat rond de invoeg-as, in graden.;Drehung der Platte um ihre Einfügeachse, in Grad.;Rotation de la plaque autour de son axe d'insertion, en degrés.;Rotazione della piastra attorno al proprio asse di inserimento, in gradi.;Rotación de la placa alrededor de su eje de inserción, en grados.
Help_Plate_ProfileSize;Pre-defined size for the selected plate type. Loaded from the plates CSV under %ProgramData%\AESCConstruct.;Voorgedefinieerd formaat voor het gekozen plaattype. Geladen uit de platen-CSV onder %ProgramData%\AESCConstruct.;Vordefinierte Größe für den gewählten Plattentyp. Geladen aus der Platten-CSV unter %ProgramData%\AESCConstruct.;Taille prédéfinie pour le type de plaque sélectionné. Chargée depuis le CSV des plaques sous %ProgramData%\AESCConstruct.;Misura predefinita per il tipo di piastra selezionato. Caricata dal CSV delle piastre in %ProgramData%\AESCConstruct.;Tamaño predefinido para el tipo de placa seleccionado. Cargado desde el CSV de placas en %ProgramData%\AESCConstruct.
Help_Plate_Create;Generates the plate at the selected face or edge using the current parameters.;Genereert de plaat op het geselecteerde vlak of de geselecteerde rand met de huidige parameters.;Erzeugt die Platte an der gewählten Fläche oder Kante mit den aktuellen Parametern.;Génère la plaque sur la face ou l'arête sélectionnée en utilisant les paramètres actuels.;Genera la piastra sulla faccia o sullo spigolo selezionato usando i parametri correnti.;Genera la placa en la cara o el borde seleccionado con los parámetros actuales.
Help_Plate_AddToMiddle;When checked, the plate is centered on the selection instead of anchored at its origin.;Indien aangevinkt wordt de plaat gecentreerd op de selectie in plaats van verankerd op zijn oorsprong.;Wenn aktiviert, wird die Platte auf der Auswahl zentriert statt am eigenen Ursprung verankert.;Si coché, la plaque est centrée sur la sélection au lieu d'être ancrée à son origine.;Se attivato, la piastra viene centrata sulla selezione invece che ancorata alla sua origine.;Si está marcado, la placa se centra en la selección en lugar de anclarse en su origen.
Help_Frame_GenerateProfile;Build a new structural profile by extruding the selected cross-section along one or more curves you pick in the model.;Maak een nieuw structureel profiel door de gekozen doorsnede te extruderen langs een of meer curves die u in het model selecteert.;Erzeugen Sie ein neues Strukturprofil, indem Sie den gewählten Querschnitt entlang einer oder mehrerer im Modell ausgewählter Kurven extrudieren.;Construisez un nouveau profil structurel en extrudant la section choisie le long d'une ou plusieurs courbes sélectionnées dans le modèle.;Crea un nuovo profilo strutturale estrudendo la sezione trasversale selezionata lungo una o più curve scelte nel modello.;Crear un nuevo perfil estructural extruyendo la sección transversal seleccionada a lo largo de una o varias curvas elegidas en el modelo.
Help_Frame_ProfileType;Choose the cross-section family (Rectangular, Circular, H, L, U, T). The size dropdown and dimension fields below adapt to the selected family.;Kies de doorsnedefamilie (Rechthoekig, Rond, H, L, U, T). De maatkeuzelijst en afmetingsvelden hieronder passen zich aan de keuze aan.;Wählen Sie die Querschnittsfamilie (Rectangular, Circular, H, L, U, T). Die Größenliste und die Maßfelder darunter passen sich an die gewählte Familie an.;Choisissez la famille de section (Rectangular, Circular, H, L, U, T). La liste de tailles et les champs de cotes ci-dessous s'adaptent à la famille sélectionnée.;Scegliere la famiglia di sezione trasversale (Rectangular, Circular, H, L, U, T). Il menu delle misure e i campi dimensionali si adattano alla famiglia selezionata.;Elegir la familia de sección transversal (Rectangular, Circular, H, L, U, T). El desplegable de tamaños y los campos de dimensiones se adaptan a la familia seleccionada.
Help_Frame_CustomProfile;Use a custom cross-section sketched in a DXF or stored as a CSV row instead of one of the built-in shapes.;Gebruik een aangepaste doorsnede uit een DXF-schets of een CSV-rij in plaats van een ingebouwde vorm.;Verwenden Sie einen benutzerdefinierten Querschnitt aus einem DXF-Sketch oder einer CSV-Zeile statt einer eingebauten Form.;Utilisez une section personnalisée esquissée dans un DXF ou stockée comme ligne CSV au lieu d'une forme intégrée.;Usare una sezione personalizzata disegnata in un DXF o memorizzata come riga CSV invece di una delle forme predefinite.;Usar una sección transversal personalizada dibujada en DXF o guardada como fila CSV en lugar de una de las formas integradas.
